"X1","X2","val","copies","data"
"12.ymarr","27.wkabdur",0.00144560463323609,5,"sd2011_clean_small"
"12.ymarr","28.wkabint",0.00271193653567408,5,"sd2011_clean_small"
"12.ymarr","29.wkabintdur",0.00281364511594406,5,"sd2011_clean_small"
"12.ymarr","30.emcc",0.00353322981395735,5,"sd2011_clean_small"
"12.ymarr","31.englang",0.00114125160747822,5,"sd2011_clean_small"
"12.ymarr","32.height",0.00124998528980612,5,"sd2011_clean_small"
"12.ymarr","33.weight",0.00754737732299186,5,"sd2011_clean_small"
"13.msepdiv","14.ysepdiv",0.00153455901434787,5,"sd2011_clean_small"
"13.msepdiv","15.ls",0.00321430597506974,5,"sd2011_clean_small"
"13.msepdiv","16.depress",0.00137577221697944,5,"sd2011_clean_small"
"13.msepdiv","17.trust",0.000474713964236107,5,"sd2011_clean_small"
"13.msepdiv","18.trustfam",0.000463378228141914,5,"sd2011_clean_small"
"13.msepdiv","19.trustneigh",0.000740873388855842,5,"sd2011_clean_small"
"13.msepdiv","20.sport",0.000316391591128281,5,"sd2011_clean_small"
"13.msepdiv","21.nofriend",0.0016196636592317,5,"sd2011_clean_small"
"13.msepdiv","22.smoke",0.0000926783685861652,5,"sd2011_clean_small"
"13.msepdiv","23.nociga",0.00110977325305711,5,"sd2011_clean_small"
"13.msepdiv","24.alcabuse",0.000530351206993747,5,"sd2011_clean_small"
"13.msepdiv","25.alcsol",0.000510675443485778,5,"sd2011_clean_small"
"13.msepdiv","26.workab",0.000449477095202534,5,"sd2011_clean_small"
"13.msepdiv","27.wkabdur",0.000514173317373521,5,"sd2011_clean_small"
"13.msepdiv","28.wkabint",0.000716444907864307,5,"sd2011_clean_small"
"13.msepdiv","29.wkabintdur",0.000917647292447559,5,"sd2011_clean_small"
"13.msepdiv","30.emcc",0.00173087044706494,5,"sd2011_clean_small"
"13.msepdiv","31.englang",0.00052561739815978,5,"sd2011_clean_small"
"13.msepdiv","32.height",0.000969320789510308,5,"sd2011_clean_small"
"13.msepdiv","33.weight",0.00691971131076573,5,"sd2011_clean_small"
"14.ysepdiv","15.ls",0.00366983859824816,5,"sd2011_clean_small"
"14.ysepdiv","16.depress",0.00220213099758798,5,"sd2011_clean_small"
"14.ysepdiv","17.trust",0.000974169076232744,5,"sd2011_clean_small"
"14.ysepdiv","18.trustfam",0.00117120553651847,5,"sd2011_clean_small"
"14.ysepdiv","19.trustneigh",0.00160463499712859,5,"sd2011_clean_small"
"14.ysepdiv","20.sport",0.00118354781092377,5,"sd2011_clean_small"
"14.ysepdiv","21.nofriend",0.00241178708330874,5,"sd2011_clean_small"
"14.ysepdiv","22.smoke",0.000977215284972123,5,"sd2011_clean_small"
"14.ysepdiv","23.nociga",0.00199512575666077,5,"sd2011_clean_small"
"14.ysepdiv","24.alcabuse",0.00103024720988474,5,"sd2011_clean_small"
"14.ysepdiv","25.alcsol",0.00122172836198378,5,"sd2011_clean_small"
"14.ysepdiv","26.workab",0.00140240526210688,5,"sd2011_clean_small"
"14.ysepdiv","27.wkabdur",0.00145804969344506,5,"sd2011_clean_small"
"14.ysepdiv","28.wkabint",0.00187841246607559,5,"sd2011_clean_small"
"14.ysepdiv","29.wkabintdur",0.0016878591728734,5,"sd2011_clean_small"
