"X1","X2","val","copies","data"
"16.ls","17.depress",0.000967246813842581,5,"sd2011"
"16.ls","18.trust",0.000677230167745434,5,"sd2011"
"16.ls","19.trustfam",0.000616125281232144,5,"sd2011"
"16.ls","20.trustneigh",0.000855087038934988,5,"sd2011"
"16.ls","21.sport",0.000487996290353678,5,"sd2011"
"16.ls","22.nofriend",0.00121133180500674,5,"sd2011"
"16.ls","23.smoke",0.000447748764307079,5,"sd2011"
"16.ls","24.nociga",0.000312590271037614,5,"sd2011"
"16.ls","25.alcabuse",0.000671623020770773,5,"sd2011"
"16.ls","26.alcsol",0.000743394394539906,5,"sd2011"
"16.ls","27.workab",0.000422987314540296,5,"sd2011"
"16.ls","28.wkabdur",0.0000950397399176292,5,"sd2011"
"16.ls","29.wkabint",0.000677312694496068,5,"sd2011"
"16.ls","30.wkabintdur",0.000762399493346454,5,"sd2011"
"16.ls","31.emcc",0.00176315629549754,5,"sd2011"
"16.ls","32.englang",0.000661776280823322,5,"sd2011"
"16.ls","33.height",0.00111588314873388,5,"sd2011"
"16.ls","34.weight",0.00108380286707992,5,"sd2011"
"16.ls","35.bmi",0.000881393032545644,5,"sd2011"
"17.depress","18.trust",0.000536861514098802,5,"sd2011"
"17.depress","19.trustfam",0.00040819983500364,5,"sd2011"
"17.depress","20.trustneigh",0.000598859869321725,5,"sd2011"
"17.depress","21.sport",0.000351390760350487,5,"sd2011"
"17.depress","22.nofriend",0.000725949192476051,5,"sd2011"
"17.depress","23.smoke",0.000321500188594492,5,"sd2011"
"17.depress","24.nociga",0.000224179154878705,5,"sd2011"
"17.depress","25.alcabuse",0.000391002205460615,5,"sd2011"
"17.depress","26.alcsol",0.000420179036981689,5,"sd2011"
"17.depress","27.workab",0.000403412560333605,5,"sd2011"
"17.depress","28.wkabdur",0.000108851777634592,5,"sd2011"
"17.depress","29.wkabint",0.00065858500733223,5,"sd2011"
"17.depress","30.wkabintdur",0.000954771033406618,5,"sd2011"
"17.depress","31.emcc",0.00189813924610801,5,"sd2011"
"17.depress","32.englang",0.000563174353614567,5,"sd2011"
"17.depress","33.height",0.000981623823605024,5,"sd2011"
"17.depress","34.weight",0.000991807034307116,5,"sd2011"
"17.depress","35.bmi",0.00114264652344953,5,"sd2011"
"18.trust","19.trustfam",0.000331458980054775,5,"sd2011"
"18.trust","20.trustneigh",0.000390483519618197,5,"sd2011"
"18.trust","21.sport",0.000257979866599327,5,"sd2011"
"18.trust","22.nofriend",0.000406291475396303,5,"sd2011"
"18.trust","23.smoke",0.000187891337479319,5,"sd2011"
